IBGE_cod,To_Manaus,From_Manaus
2708709,0,0
2708808,0,0
2708907,0,0
2708956,0,0
2709004,0,0
2709103,0,0
2709152,0,1
2709202,0,0
2709301,0,0
2709400,0,0
2800100,0,0
2800209,0,0
2800308,6,4
2800407,0,0
2800506,0,0
2800605,0,0
2800670,0,0
2800704,0,0
2801009,0,0
2801108,0,0
2801207,0,0
2801306,0,0
2801405,0,0
2801504,0,0
2801603,0,0
2801702,0,0
2801900,0,0
2802007,0,0
2802106,0,0
2802205,0,0
2802304,1,0
2802403,0,0
2802502,0,0
2802601,0,0
2802700,0,0
2802809,0,0
2802908,0,0
2803005,0,0
2803104,0,0
2803203,0,0
2803302,0,0
2803401,0,0
2803500,0,1
2803609,0,0
2803708,0,0
2803807,0,0
2803906,0,0
2804003,0,0
2804102,0,0
2804201,0,0
2804300,0,0
2804409,0,0
2804458,0,0
2804508,0,0
2804607,0,0
2804706,0,0
2804805,1,0
2804904,0,0
2805000,0,0
2805109,0,0
2805208,0,0
2805307,0,0
2805406,0,0
2805505,0,0
2805604,0,0
2805703,0,0
2805802,0,0
2805901,0,0
2806008,0,0
2806107,0,0
2806206,0,0
2806305,0,0
2806404,0,0
2806503,0,0
2806602,0,0
2806701,0,0
2806800,0,0
2806909,0,0
2807006,0,0
2807105,0,0
2807204,0,0
2807303,0,0
2807402,0,0
2807501,0,0
2807600,0,0
2900108,0,0
2900207,0,0
2900306,0,0
2900355,0,0
2900405,0,0
2900504,0,0
2900603,0,0
2900702,0,0
2900801,0,0
2900900,0,0
2901007,0,0
2901106,0,2
2901155,0,0
2901205,0,0
2901304,0,0
2901353,0,0
2901403,0,2
2901502,0,0
2901601,1,1
2901700,0,0
2901809,0,0
2901908,0,0
2901957,0,0
2902005,0,0
2902054,0,0
2902104,0,0
2902203,0,0
2902252,0,0
2902302,0,0
2902401,0,0
2902500,0,0
2902609,0,0
2902658,0,0
2902708,0,0
2902807,0,0
2902906,0,0
2903003,0,0
2903102,0,0
2903201,0,0
2903235,0,0
2903276,0,0
2903300,0,0
2903409,0,0
2903508,0,0
2903607,0,0
2903706,0,0
2903805,0,0
2903904,0,0
2903953,0,0
2904001,0,0
2904050,0,0
2904100,0,0
2904209,0,0
2904308,0,0
2904407,0,0
2904506,0,0
2904605,0,0
2904704,0,0
2904753,0,0
2904803,0,0
2904852,0,0
2904902,0,0
2905008,0,0
2905107,0,0
2905156,0,0
2905206,0,1
2905305,0,0
2905404,0,0
2905503,0,0
2905602,0,0
2905701,2,2
2905800,0,0
2905909,0,0
2906006,0,0
2906105,0,0
2906204,0,0
2906303,0,0
2906402,0,0
2906501,0,0
2906600,0,0
2906709,0,0
2906808,1,1
2906824,0,0
2906857,0,0
2906873,0,0
2906899,0,0
2906907,0,0
2907004,0,0
2907103,0,0
2907202,0,0
2907301,0,0
2907400,0,0
2907509,0,0
2907558,0,0
2907608,0,0
2907707,0,0
2907806,0,0
2907905,0,0
2908002,0,0
2908101,0,0
2908200,0,0
2908309,0,0
2908408,0,0
2908507,0,0
2908606,0,0
2908705,0,0
2908804,0,0
2908903,0,0
2909000,0,0
2909109,0,0
2909208,0,0
2909307,0,0
2909406,0,0
2909505,0,0
2909604,0,0
2909703,0,0
2909802,0,0
2909901,0,0
2910008,0,0
2910057,0,0
2910107,0,0
2910206,0,0
2910305,0,0
2910404,0,1
2910503,0,0
2910602,0,0
2910701,0,0
2910727,0,0
2910750,0,0
2910776,0,0
2910800,2,0
2910859,0,0
2910909,0,0
2911006,0,0
2911105,0,0
2911204,0,0
2911253,0,0
2911303,0,0
2911402,0,0
2911501,0,0
2911600,0,0
2911659,0,0
2911709,0,0
2911808,0,0
2911857,0,0
2911907,0,0
2912004,0,0
2912103,0,0
2912202,0,0
2912301,0,0
2912400,0,0
2912509,0,0
2912608,0,0
2912707,0,0
2912806,0,0
2912905,0,0
2913002,0,0
2913101,0,0
2913200,0,0
2913309,0,0
2913408,0,0
2913457,0,0
2913507,0,0
2913606,1,0
2913705,0,0
2913804,0,0
2913903,0,0
2914000,0,0
2914109,0,0
2914208,0,0
2914307,0,0
2914406,0,0
2914505,0,0
2914604,0,0
2914653,0,0
2914703,2,0
2914802,0,1
2914901,0,0
2915007,0,0
2915106,0,0
2915205,0,0
2915304,0,0
2915353,0,0
2915403,0,0
2915502,0,0
2915601,0,0
2915700,0,0
2915809,0,0
2915908,0,0
2916005,0,0
2916104,0,0
2916203,0,0
2916302,0,0
2916401,0,0
2916500,0,0
2916609,0,0
2916708,0,0
2916807,0,0
2916856,0,0
2916906,0,0
2917003,0,0
2917102,0,0
2917201,0,0
2917300,0,0
2917334,0,0
2917359,0,0
2917409,0,0
2917508,0,0
2917607,0,0
2917706,0,0
2917805,0,0
2917904,0,0
2918001,0,2
2918100,0,0
2918209,0,0
2918308,4,1
2918357,1,0
2918407,0,0
2918456,0,0
2918506,0,0
2918555,0,0
2918605,0,0
2918704,0,0
2918753,0,0
2918803,0,0
2918902,0,0
2919009,0,0
2919058,0,0
2919108,0,0
2919157,0,0
2919207,1,7
2919306,0,0
2919405,0,0
2919504,0,0
2919553,0,0
2919603,1,0
2919702,0,0
2919801,0,0
2919900,0,0
2919926,0,0
2919959,0,0
2920007,0,0
2920106,0,0
2920205,0,0
2920304,0,0
2920403,0,0
2920452,0,0
2920502,0,0
2920601,0,0
2920700,0,0
2920809,0,0
2920908,0,0
2921005,2,0
2921054,0,0
2921104,0,0
2921203,0,0
2921302,0,0
2921401,0,0
2921450,0,0
2921500,0,0
2921609,0,0
2921708,0,0
2921807,0,0
2921906,0,0
2922003,0,0
2922052,0,0
2922102,0,0
2922201,0,0
2922250,0,0
2922300,0,0
2922409,0,0
2922508,0,0
2922607,0,0
2922656,0,0
2922706,0,0
2922730,0,0
2922755,0,0
2922805,0,0
2922854,0,0
2922904,0,0
2923001,0,0
2923035,0,0
2923050,0,0
2923100,0,0
2923209,0,0
2923308,0,0
2923357,1,1
2923407,0,0
2923506,0,0
2923605,0,0
2923704,0,0
2923803,0,0
2923902,0,0
2924009,0,0
2924058,0,0
2924108,0,0
2924207,0,0
2924306,0,0
2924405,0,0
2924504,0,0
2924603,0,0
2924652,0,0
2924678,0,0
2924702,0,0
2924801,0,0
2924900,0,0
2925006,0,0
2925105,0,0
2925204,0,0
2925253,0,0
2925303,1,0
2925402,0,0
2925501,0,0
2925600,0,0
2925709,0,0
2925758,0,0
2925808,0,1
2925907,0,0
2925931,0,0
2925956,1,0
2926004,0,0
2926103,0,0
2926202,0,0
2926301,1,1
2926400,0,0
2926509,2,4
2926608,0,0
2926657,0,0
2926707,0,0
2926806,0,0
2926905,0,0
2927002,0,0
2927101,0,0
2927200,0,0
2927309,0,0
2927408,38,35
2927507,0,0
2927606,0,0
2927705,0,0
2927804,0,0
2927903,0,0
2928000,0,0
2928059,0,0
2928109,0,0
2928208,0,0
2928307,0,0
2928406,0,0
2928505,0,0
2928604,0,0
2928703,0,0
2928802,0,0
2928901,0,0
2928950,0,0
2929008,0,0
2929057,0,0
2929107,0,0
2929206,0,0
2929255,0,0
2929305,0,0
2929354,0,0
2929370,0,0
2929404,0,0
2929503,0,1
2929602,0,0
2929701,0,0
2929750,0,0
2929800,0,0
2929909,3,4
2930006,0,0
2930105,0,0
2930154,0,0
2930204,0,0
2930303,0,0
2930402,0,0
2930501,0,0
2930600,0,0
2930709,0,0
2930758,0,0
2930766,0,0
2930774,0,0
2930808,0,0
2930907,0,0
2931004,0,0
2931053,0,0
2931103,0,0
2931202,0,0
2931301,0,0
2931350,1,0
2931400,0,0
2931509,0,0
2931608,0,0
2931707,0,0
2931806,0,0
2931905,0,0
2932002,0,0
2932101,0,0
2932200,0,0
2932309,0,0
2932408,0,0
2932457,0,0
2932507,0,0
2932606,0,0
2932705,0,0
2932804,0,0
2932903,0,2
2933000,0,0
2933059,0,0
2933109,0,0
2933158,0,0
2933174,0,0
2933208,0,0
2933257,0,0
2933307,5,3
2933406,0,0
2933455,0,0
2933505,0,0
2933604,0,0
3100104,0,0
3100203,0,0
3100302,0,0
3100401,0,0
3100500,0,0
3100609,0,0
3100708,0,0
3100807,0,0
3100906,0,0
3101003,0,0
3101102,0,0
3101201,0,0
3101300,0,0
3101409,0,0
3101508,0,0
3101607,0,0
3101631,0,0
3101706,0,0
3101805,0,0
3101904,0,1
3102001,0,0
3102050,0,0
3102100,0,0
3102209,0,0
3102308,0,0
3102407,0,0
3102506,0,0
3102605,0,0
3102704,0,0
3102803,0,0
3102852,0,0
3102902,0,0
3103009,0,0
3103108,0,0
3103207,0,0
3103306,0,0
3103405,0,0
3103504,0,0
3103603,0,0
3103702,0,0
3103751,0,0
3103801,0,0
3103900,0,0
3104007,0,0
3104106,0,0
3104205,0,0
3104304,0,0
3104403,0,0
3104452,0,0
3104502,0,0
3104601,0,0
3104700,0,0
3104809,0,0
3104908,0,0
3105004,0,0
3105103,0,0
3105202,0,0
3105301,0,0
3105400,0,0
3105509,0,0
3105608,0,0
3105707,0,0
3105905,0,0
3106002,0,0
3106101,0,0
3106200,25,25
3106309,0,0
3106408,0,0
3106507,0,0
3106606,0,0
3106655,0,0
3106705,2,5
3106804,0,0
3106903,0,0
3107000,0,0
3107109,0,0
3107208,0,0
3107307,0,0
3107406,0,0
3107505,0,0
3107604,0,0
3107703,0,0
3107802,0,0
3107901,0,0
3108008,0,0
3108107,0,0
3108206,0,0
3108255,0,0
3108305,0,0
3108404,0,0
3108503,0,0
3108552,0,0
3108602,0,0
3108701,0,0
3108800,0,0
3108909,0,0
3109006,0,0
3109105,0,0
3109204,0,0
3109253,0,0
3109303,0,0
3109402,0,0
3109451,0,0
3109501,0,0
3109600,0,0
3109709,0,0
3109808,0,0
3109907,0,0
3110004,0,0
3110103,0,0
3110202,0,0
3110301,0,0
3110400,0,0
3110509,0,0
3110608,0,0
3110707,0,0
3110806,0,0
3110905,0,0
3111002,0,0
3111101,0,0
3111150,0,0
3111200,0,0
3111309,0,0
3111408,0,0
3111507,0,0
3111606,0,0
3111705,0,0
3111804,0,0
3111903,0,0
3112000,0,0
3112059,0,0
3112109,0,0
3112208,0,0
3112307,0,0
3112406,0,0
3112505,0,0
3112604,0,0
3112653,0,0
3112703,0,0
3112802,0,0
3112901,0,0
3113008,0,0
3113107,0,0
3113206,0,0
3113305,0,0
3113404,0,0
3113503,0,0
3113602,0,0
3113701,0,0
3113800,0,0
3113909,0,0
3114006,0,0
3114105,0,0
3114204,0,0
3114303,0,0
3114402,0,0
3114501,0,0
3114550,0,0
3114600,0,0
3114709,0,0
3114808,0,0
3114907,0,0
3115003,0,0
3115102,0,0
3115201,0,0
3115300,0,0
3115359,0,0
3115409,0,0
3115458,0,0
3115474,0,0
3115508,0,0
3115607,0,0
3115706,0,0
3115805,0,0
3115904,0,1
3116001,0,0
3116100,0,0
3116159,0,0
3116209,0,0
3116308,0,0
3116407,0,0
3116506,0,0
3116605,0,0
3116704,0,0
3116803,0,0
3116902,0,0
3117009,0,0
3117108,0,0
3117207,0,0
3117306,0,0
3117405,0,0
3117504,0,0
3117603,0,0
3117702,0,0
3117801,0,0
3117836,0,0
3117876,26,29
3117900,0,0
3118007,0,0
3118106,0,0
3118205,0,0
3118304,0,1
3118403,0,0
3118502,0,0
3118601,12,5
3118700,0,0
3118809,0,0
3118908,0,0
3119005,0,0
3119104,0,0
3119203,0,0
3119302,0,0
3119401,1,0
3119500,0,0
3119609,0,0
3119708,0,0
3119807,0,0
3119906,0,0
3119955,0,0
3120003,0,0
3120102,0,0
3120151,0,0
3120201,0,0
3120300,0,0
3120409,0,0
3120508,0,0
3120607,0,0
3120706,0,0
3120805,0,0
3120839,0,0
3120870,0,0
3120904,0,0
3121001,0,0
3121100,0,0
3121209,0,0
3121258,0,0
3121308,0,0
3121407,0,0
3121506,0,0
3121605,0,0
3121704,0,0
3121803,1,0
3121902,1,1
3122009,0,0
3122108,0,0
3122207,0,0
3122306,1,1
3122355,0,0
3122405,0,0
3122454,0,0
3122470,0,0
3122504,0,0
3122603,0,0
3122702,0,0
3122801,0,0
3122900,0,0
3123007,0,0
3123106,0,0
3123205,0,0
3123304,0,0
3123403,0,0
3123502,0,0
3123528,0,0
3123601,0,0
3123700,0,0
3123809,0,0
3123858,0,0
3123908,0,0
3124005,0,0
3124104,0,0
3124203,0,0
3124302,0,0
3124401,0,0
3124500,0,0
3124609,0,0
3124708,0,0
3124807,0,0
3124906,0,0
3125002,0,0
3125101,1,1
3125200,0,0
3125309,0,0
3125408,0,0
3125507,0,0
3125606,0,0
3125705,0,0
3125804,0,0
3125903,0,0
3125952,0,0
3126000,0,0
3126109,0,2
3126208,0,0
3126307,0,0
3126406,0,0
3126505,0,0
3126604,0,0
3126703,0,0
3126752,0,0
3126802,0,0
3126901,0,0
3126950,0,0
3127008,0,0
3127057,0,0
3127073,0,0
3127107,0,0
3127206,0,0
3127305,0,0
3127339,0,0
3127354,0,0
3127370,0,0
3127388,0,0
3127404,0,0
3127503,0,0
3127602,0,0
3127701,1,0
3127800,0,0
3127909,0,0
3128006,0,0
3128105,0,0
3128204,0,0
3128253,0,0
3128303,1,0
3128402,0,0
3128501,0,0
3128600,0,0
3128709,1,0
3128808,0,0
3128907,0,0
3129004,0,0
3129103,0,0
3129202,0,0
3129301,0,0
3129400,0,0
3129509,0,0
3129608,0,0
3129657,0,0
3129707,0,0
3129806,2,1
3129905,0,0
3130002,0,0
3130051,0,0
3130101,0,0
3130200,0,0
3130309,0,0
3130408,0,0
3130507,0,0
3130556,0,0
3130606,0,0
3130655,0,0
3130705,0,0
3130804,0,0
3130903,0,0
3131000,0,0
3131109,0,0
3131158,0,0
3131208,0,0
3131307,0,0
3131406,0,0
3131505,0,0
3131604,0,0
3131703,0,0
3131802,0,0
3131901,1,0
3132008,0,0
3132107,0,0
3132206,0,0
3132305,0,0
3132404,0,0
3132503,0,0
3132602,0,0
3132701,0,0
3132800,0,0
3132909,0,0
3133006,0,0
3133105,0,0
3133204,0,0
3133303,0,0
3133402,0,0
3133501,0,0
3133600,0,0
3133709,0,0
3133758,0,0
3133808,0,0
3133907,0,0
3134004,0,0
3134103,0,0
3134202,0,0
3134301,0,0
3134400,0,2
3134509,0,0
3134608,0,0
3134707,0,0
3134806,0,0
3134905,0,0
3135001,0,0
3135050,0,0
3135076,0,0
3135100,0,0
3135209,0,0
3135308,0,0
3135357,0,0
3135407,0,0
3135456,0,0
3135506,0,0
3135605,0,0
3135704,0,0
3135803,0,0
3135902,0,0
3136009,0,0
3136108,0,0
3136207,0,0
3136306,0,0
3136405,0,0
3136504,0,0
3136520,0,0
3136553,0,0
3136579,0,0
3136603,0,0
3136652,0,0
3136702,10,5
3136801,0,0
3136900,0,0
3136959,0,0
3137007,0,0
3137106,0,0
3137205,0,0
3137304,0,0
3137403,0,0
3137502,0,0
3137536,0,0
3137601,0,1
3137700,0,0
3137809,0,0
3137908,0,0
3138005,0,0
3138104,0,0
3138203,0,0
3138302,0,0
3138351,0,0
3138401,0,0
3138500,1,0
3138609,0,0
3138625,0,0
3138658,0,0
3138674,0,0
3138682,0,0
3138708,0,0
3138807,0,0
3138906,0,0
3139003,0,0
3139102,0,0
3139201,0,0
3139250,0,0
3139300,0,0
3139409,0,0
3139508,0,0
3139607,0,0
3139706,0,0
3139805,0,0
3139904,0,0
3140001,0,0
3140100,0,0
3140159,0,0
3140209,0,0
3140308,0,0
3140407,0,0
3140506,0,0
3140530,0,0
3140555,0,0
3140605,0,0
3140704,0,0
3140803,0,0
3140852,0,0
3140902,0,0
3141009,0,0
3141108,0,0
3141207,0,0
3141306,0,0
3141405,0,0
3141504,0,0
3141603,0,0
3141702,0,0
3141801,0,0
3141900,0,0
3142007,0,0
3142106,0,0
3142205,0,0
3142254,0,0
3142304,0,0
3142403,0,0
3142502,0,0
3142601,0,0
3142700,0,0
3142809,0,0
3142908,0,0
3143005,0,0
3143104,0,0
3143153,0,0
3143203,0,0
3143302,1,0
3143401,0,0
3143450,0,0
3143500,0,0
3143609,0,0
3143708,0,0
3143807,0,0
3143906,0,0
3144003,0,0
3144102,0,0
3144201,0,0
3144300,0,1
3144359,0,0
3144375,0,0
3144409,0,1
3144508,0,0
3144607,0,0
3144656,0,0
3144672,0,0
3144706,0,0
3144805,1,0
3144904,0,0
3145000,0,0
3145059,0,0
3145109,0,0
3145208,0,0
3145307,0,0
3145356,0,0
3145372,0,0
3145406,0,0
3145455,0,0
3145505,0,0
3145604,0,0
3145703,0,0
3145802,0,0
3145851,0,0
3145877,0,0
3145901,0,0
3146008,0,0
3146107,0,0
3146206,0,0
3146255,0,0
3146305,0,0
3146404,0,0
3146503,0,0
3146552,0,0
3146602,0,0
3146701,0,0
3146750,0,0
3146909,0,0
3147006,2,0
3147105,0,0
3147204,0,0
3147303,0,0
3147402,0,0
3147501,0,0
3147600,0,0
3147709,0,0
3147808,0,0
3147907,0,0
3147956,0,0
3148004,0,1
3148103,0,0
3148202,0,0
3148301,0,0
3148400,0,0
3148509,0,0
3148608,0,0
3148707,0,0
3148756,0,0
3148806,0,0
3148905,0,0
3149002,0,0
3149101,0,0
3149150,0,0
3149200,0,0
3149309,0,0
3149408,0,0
3149507,0,0
3149606,0,0
3149705,0,0
3149804,0,0
3149903,0,0
3149952,0,0
3150000,0,0
3150109,0,0
3150158,0,0
3150208,0,0
3150307,0,0
3150406,0,0
3150505,0,0
3150539,0,0
3150570,0,0
3150604,0,0
3150703,0,0
3150802,0,0
3150901,0,0
3151008,0,0
3151107,0,0
3151206,0,0
3151305,0,0
3151404,0,0
3151503,0,0
3151602,0,0
3151701,0,0
3151800,0,0
3151909,0,0
3152006,0,0
3152105,0,1
3152131,0,0
3152170,0,0
3152204,0,0
3152303,0,0
3152402,0,0
3152501,0,0
3152600,0,0
3152709,0,0
3152808,0,0
3152907,0,0
3153004,0,0
3153103,0,0
3153202,0,0
3153301,0,0
3153400,0,0
3153509,0,0
3153608,0,0
3153707,0,0
3153806,0,0
3153905,0,0
3154002,0,0
3154101,0,0
3154150,0,0
3154200,0,0
3154309,0,0
3154408,0,0
3154457,0,0
3154507,0,0
3154606,0,0
3154705,0,0
3154804,0,0
3154903,0,0
3155009,0,0
3155108,0,0
3155207,0,0
3155306,0,0
3155405,0,0
3155504,0,0
3155603,0,0
3155702,0,0
3155801,0,0
3155900,0,0
3156007,0,0
3156106,0,0
3156205,0,0
3156304,0,0
3156403,0,0
3156452,0,0
3156502,0,0
3156601,0,0
3156700,1,0
3156809,0,0
3156908,0,0
3157005,0,0
3157104,0,0
3157203,0,0
3157252,0,0
3157278,0,0
3157302,0,0
3157336,0,0
3157377,0,0
3157401,0,0
3157500,0,0
3157609,0,0
3157658,0,0
3157708,0,0
3157807,2,0
3157906,0,0
3158003,0,0
3158102,0,0
3158201,0,0
3158300,0,1
3158409,0,0
3158508,0,0
3158607,0,0
3158706,0,0
3158805,0,0
3158904,0,0
3158953,0,0
3159001,0,0
3159100,0,0
3159209,0,0
3159308,0,0
3159357,0,0
3159407,0,0
3159506,0,0
3159605,1,0
3159704,0,0
3159803,0,0
3159902,0,0
3160009,0,0
3160108,0,0
3160207,0,0
3160306,0,0
3160405,0,0
3160454,0,0
3160504,0,0
3160603,0,0
3160702,0,0
3160801,0,0
3160900,0,0
3160959,0,0
3161007,0,0
3161056,0,0
3161106,0,0
3161205,0,0
3161304,0,0
3161403,0,1
3161502,0,0
3161601,0,0
3161650,0,0
3161700,0,0
3161809,0,0
3161908,0,0
3162005,0,0
3162104,0,0
3162203,0,0
3162252,0,0
3162302,0,0
3162401,0,0
3162450,0,0
3162500,0,0
3162559,0,0
3162575,0,0
3162609,0,0
3162658,0,0
3162708,0,0
3162807,0,0
3162906,0,0
3162922,0,0
3162948,0,0
3162955,0,0
3163003,0,0
3163102,0,0
3163201,0,0
3163300,0,0
3163409,0,0
3163508,0,0
3163607,0,0
3163706,0,0
3163805,0,0
3163904,0,0
3164001,0,0
3164100,0,0
3164209,0,0
3164308,0,0
3164407,0,0
3164431,0,0
3164472,0,0
3164506,0,0
3164605,0,0
3164704,0,0
3164803,0,0
3164902,0,0
3165008,0,0
3165107,0,0
3165206,0,0
3165305,0,0
3165404,0,0
3165503,0,0
3165537,0,0
3165552,0,0
3165560,0,0
3165578,0,0
3165602,0,0
3165701,0,0
3165800,0,0
3165909,0,0
3166006,0,0
3166105,0,0
3166204,0,0
3166303,0,0
3166402,0,0
3166501,0,0
3166600,0,0
3166709,0,0
3166808,0,0
3166907,0,0
3166956,0,0
3167004,0,0
3167103,0,0
3167202,1,1
3167301,0,0
3167400,0,0
3167509,0,0
3167608,0,0
3167707,0,0
3167806,0,0
3167905,0,0
3168002,0,0
3168051,0,0
3168101,0,2
3168200,0,0
3168309,0,0
3168408,0,0
3168507,0,0
3168606,0,1
3168705,0,0
3168804,0,0
3168903,0,0
3169000,0,0
3169059,0,0
3169109,0,0
3169208,0,0
3169307,0,0
3169356,0,0
3169406,0,0
3169505,0,0
3169604,0,0
3169703,0,0
3169802,0,0
3169901,1,0
3170008,0,0
3170057,0,0
3170107,7,5
3170206,2,3
3170305,0,0
3170404,0,0
3170438,0,0
3170479,0,0
3170503,0,0
3170529,0,0
3170578,0,0
3170602,0,0
3170651,0,0
3170701,0,0
3170750,0,0
3170800,0,0
3170909,0,0
3171006,0,0
3171030,0,0
3171071,0,0
3171105,0,0
3171154,0,0
3171204,0,0
3171303,0,0
3171402,0,0
3171501,0,0
3171600,0,0
3171709,0,0
3171808,0,0
3171907,0,0
3172004,0,0
3172103,0,0
3172202,0,0
3200102,0,0
3200136,0,0
3200169,0,0
3200201,0,0
3200300,0,0
3200359,0,0
3200409,0,0
3200508,0,0
3200607,0,1
3200706,0,0
3200805,0,1
3200904,0,0
3201001,0,0
3201100,0,0
3201159,0,0
3201209,1,0
3201308,2,2
3201407,1,0
3201506,0,2
3201605,0,0
3201704,0,0
3201803,0,0
3201902,0,0
3202009,0,0
3202108,0,0
3202207,0,0
3202256,0,0
3202306,0,0
3202405,0,2
3202454,0,0
3202504,0,0
3202553,0,0
3202603,0,0
3202652,0,0
3202702,0,0
3202801,0,0
3202900,0,0
3203007,0,0
3203056,0,0
3203106,0,0
3203130,0,0
3203163,0,0
3203205,1,1
3203304,0,0
3203320,0,0
3203346,0,0
3203353,0,0
3203403,0,0
3203502,0,0
3203601,0,0
3203700,0,0
3203809,0,0
3203908,0,0
3204005,0,0
3204054,0,0
3204104,0,0
3204203,0,0
3204252,0,0
3204302,0,0
3204351,0,0
3204401,0,0
3204500,0,0
3204559,0,0
3204609,0,0
3204658,0,0
3204708,0,0
3204807,0,0
3204906,0,0
3204955,0,0
3205002,3,3
3205010,0,0
3205036,0,0
3205069,0,0
3205101,0,1
3205150,0,0
3205176,0,0
3205200,5,4
3205309,4,4
3300100,1,0
3300159,0,0
3300209,0,0
3300225,0,0
3300233,0,1
3300258,1,0
3300308,0,0
3300407,1,1
3300456,0,1
3300506,0,0
3300605,0,0
3300704,2,0
3300803,0,1
3300902,0,0
3300936,0,0
3300951,0,0
3301009,2,2
3301108,0,0
3301157,0,0
3301207,0,0
3301306,0,0
3301405,0,0
3301504,0,0
3301603,0,0
3301702,2,2
3301801,0,0
3301850,0,1
3301876,0,0
3301900,1,0
3302007,0,5
3302056,0,0
3302106,0,0
3302205,0,0
3302254,1,0
3302270,0,0
3302304,0,0
3302403,5,0
3302452,0,0
3302502,0,1
3302601,0,0
3302700,1,0
3302809,0,0
3302858,5,7
3302908,1,0
3303005,0,0
3303104,0,0
3303203,0,1
3303302,3,1
3303401,0,0
3303500,3,2
3303609,0,0
3303708,0,0
3303807,0,1
3303856,0,0
3303906,2,0
3303955,0,0
3304003,0,0
3304102,0,0
3304110,0,1
3304128,0,0
3304144,0,0
3304151,0,0
3304201,2,1
3304300,0,0
3304409,0,0
3304508,0,0
3304524,0,2
3304557,96,109
3304607,0,0
3304706,0,0
3304755,0,0
3304805,0,0
3304904,1,1
3305000,0,0
3305109,0,1
3305133,1,0
3305158,0,0
3305208,0,0
3305307,0,0
3305406,0,0
3305505,0,0
3305554,3,0
3305604,0,0
3305703,0,0
3305752,0,0
3305802,2,0
3305901,1,0
3306008,0,0
3306107,0,0
3306156,0,0
3306206,0,0
3306305,3,2
3500105,0,0
3500204,0,0
3500303,0,0
3500402,0,0
3500501,0,0
3500550,0,0
3500600,0,0
3500709,0,0
3500758,0,0
3500808,0,0
3500907,0,0
3501004,0,0
3501103,0,0
3501152,0,0
3501202,0,0
3501301,0,0
3501400,0,0
3501509,0,0
3501608,1,3
3501707,0,0
3501806,0,0
3501905,0,0
3502002,0,0
3502101,0,0
3502200,0,0
3502309,0,0
3502408,0,0
3502507,2,0
3502606,0,0
3502705,6,6
3502754,0,1
3502804,0,0
3502903,0,0
3503000,0,0
3503109,0,0
3503158,0,0
3503208,1,4
3503307,0,0
3503356,0,0
3503406,0,0
3503505,0,0
3503604,0,0
3503703,0,0
3503802,0,0
3503901,0,0
3503950,0,0
3504008,0,0
3504107,0,1
3504206,0,0
3504305,0,0
3504404,0,0
3504503,0,0
3504602,0,0
3504701,0,0
3504800,0,0
3504909,0,0
3505005,0,0
3505104,0,0
3505203,0,1
3505302,0,0
3505351,1,0
3505401,0,0
3505500,0,1
3505609,0,0
3505708,6,4
3505807,0,0
3505906,0,0
3506003,0,1
3506102,0,0
3506201,0,0
3506300,0,0
3506359,1,1
3506409,0,0
3506508,0,0
3506607,0,0
3506706,0,0
3506805,0,0
3506904,0,0
3507001,0,0
3507100,0,0
3507159,0,0
3507209,0,0
3507308,0,0
3507407,0,0
3507456,0,0
3507506,0,0
3507605,0,1
3507704,0,0
3507753,0,0
3507803,0,0
3507902,0,0
3508009,0,0
3508108,0,0
3508207,0,0
3508306,0,0
3508405,1,1
3508504,0,1
3508603,0,0
3508702,0,0
3508801,0,0
3508900,0,0
3509007,0,1
3509106,0,0
3509205,0,1
3509254,0,0
3509304,0,0
3509403,0,0
3509452,0,0
3509502,149,135
3509601,1,0
3509700,1,0
3509809,0,0
3509908,0,0
3509957,0,0
3510005,0,0
3510104,0,0
3510153,0,0
3510203,0,0
3510302,0,0
3510401,0,0
3510500,4,2
3510609,2,5
3510708,0,0
3510807,0,0
3510906,0,0
3511003,0,0
3511102,0,0
3511201,0,0
3511300,0,0
3511409,0,0
3511508,0,0
3511607,0,0
3511706,0,0
3511904,0,0
3512001,0,0
3512100,0,0
3512209,0,0
3512308,0,0
3512407,0,0
3512506,0,0
3512605,0,0
3512704,0,0
3512803,0,0
3512902,0,0
3513009,2,3
3513108,0,0
3513207,0,0
3513306,0,0
3513405,0,0
3513504,0,1
3513603,0,0
3513702,0,0
3513801,14,8
3513850,0,0
3513900,0,0
3514007,0,0
3514106,0,0
3514205,0,0
3514304,0,0
3514403,0,0
3514502,0,0
3514601,0,0
3514700,0,0
3514809,0,0
3514908,0,0
3514924,0,0
3514957,0,0
3515004,1,0
3515103,0,0
3515129,0,0
3515152,0,1
3515186,0,0
3515194,0,0
3515202,0,0
3515301,0,0
3515350,0,0
3515400,0,0
3515509,0,0
3515608,0,0
3515657,0,0
3515707,2,0
3515806,0,0
3515905,0,0
3516002,0,0
3516101,0,0
3516200,0,0
3516309,0,0
3516408,4,0
3516507,0,0
3516606,0,0
3516705,0,0
3516804,0,0
3516853,0,0
3516903,0,0
3517000,0,0
3517109,0,0
3517208,0,0
3517307,0,0
3517406,0,0
3517505,0,0
3517604,0,0
3517703,0,0
3517802,0,0
3517901,0,0
3518008,0,0
3518107,0,0
3518206,0,0
3518305,0,0
3518404,1,6
3518503,0,0
3518602,0,0
3518701,6,4
3518800,361,345
3518859,0,0
3518909,0,0
3519006,0,0
3519055,0,0
3519071,1,1
3519105,0,0
3519204,0,0
3519253,0,0
3519303,0,0
